acoustic_data,time_to_failure
-1,1.469099721
-5,1.46909972
-1,1.469099719
4,1.469099718
5,1.469099717
7,1.469099716
9,1.469099715
6,1.469099714
7,1.469099713
5,1.469099712
4,1.46909971
3,1.469099709
7,1.469099708
5,1.469099707
7,1.469099706
13,1.469099705
9,1.469099704
7,1.469099703
6,1.469099702
5,1.469099701
8,1.469099699
6,1.469099698
7,1.469099697
7,1.469099696
4,1.469099695
4,1.469099694
2,1.469099693
3,1.469099692
6,1.469099691
2,1.46909969
-2,1.469099688
1,1.469099687
6,1.469099686
4,1.469099685
5,1.469099684
5,1.469099683
9,1.469099682
11,1.469099681
9,1.46909968
6,1.469099679
7,1.469099677
2,1.469099676
5,1.469099675
7,1.469099674
6,1.469099673
2,1.469099672
2,1.469099671
3,1.46909967
7,1.469099669
6,1.469099668
8,1.469099666
8,1.469099665
9,1.469099664
9,1.469099663
3,1.469099662
3,1.469099661
9,1.46909966
5,1.469099659
8,1.469099658
3,1.469099657
4,1.469099655
0,1.469099654
-4,1.469099653
0,1.469099652
5,1.469099651
3,1.46909965
3,1.469099649
2,1.469099648
4,1.469099647
6,1.469099646
5,1.469099644
9,1.469099643
10,1.469099642
9,1.469099641
8,1.46909964
10,1.469099639
7,1.469099638
4,1.469099637
4,1.469099636
4,1.469099635
0,1.469099633
8,1.469099632
10,1.469099631
7,1.46909963
5,1.469099629
7,1.469099628
5,1.469099627
9,1.469099626
9,1.469099625
10,1.469099624
8,1.469099622
5,1.469099621
1,1.46909962
2,1.469099619
2,1.469099618
0,1.469099617
5,1.469099616
4,1.469099615
6,1.469099614
4,1.469099613
10,1.469099611
9,1.46909961
7,1.469099609
5,1.469099608
10,1.469099607
6,1.469099606
5,1.469099605
-2,1.469099604
-3,1.469099603
4,1.469099602
3,1.4690996
6,1.469099599
9,1.469099598
5,1.469099597
6,1.469099596
5,1.469099595
3,1.469099594
4,1.469099593
3,1.469099592
7,1.469099591
4,1.469099589
6,1.469099588
7,1.469099587
10,1.469099586
12,1.469099585
9,1.469099584
6,1.469099583
0,1.469099582
2,1.469099581
4,1.46909958
7,1.469099578
8,1.469099577
5,1.469099576
10,1.469099575
4,1.469099574
3,1.469099573
3,1.469099572
3,1.469099571
9,1.46909957
2,1.469099569
3,1.469099567
4,1.469099566
4,1.469099565
12,1.469099564
12,1.469099563
8,1.469099562
2,1.469099561
4,1.46909956
6,1.469099559
7,1.469099558
6,1.469099556
3,1.469099555
5,1.469099554
3,1.469099553
-1,1.469099552
4,1.469099551
4,1.46909955
2,1.469099549
0,1.469099548
-3,1.469099547
1,1.469099545
1,1.469099544
9,1.469099543
8,1.469099542
9,1.469099541
6,1.46909954
5,1.469099539
6,1.469099538
2,1.469099537
7,1.469099536
5,1.469099534
6,1.469099533
9,1.469099532
5,1.469099531
5,1.46909953
3,1.469099529
10,1.469099528
9,1.469099527
9,1.469099526
3,1.469099525
-3,1.469099523
-2,1.469099522
5,1.469099521
5,1.46909952
3,1.469099519
2,1.469099518
3,1.469099517
-2,1.469099516
4,1.469099515
4,1.469099514
2,1.469099512
12,1.469099511
9,1.46909951
4,1.469099509
8,1.469099508
6,1.469099507
7,1.469099506
5,1.469099505
9,1.469099504
10,1.469099503
6,1.469099501
3,1.4690995
1,1.469099499
-1,1.469099498
3,1.469099497
6,1.469099496
5,1.469099495
2,1.469099494
3,1.469099493
2,1.469099492
5,1.46909949
11,1.469099489
5,1.469099488
7,1.469099487
5,1.469099486
4,1.469099485
8,1.469099484
13,1.469099483
8,1.469099482
4,1.469099481
5,1.469099479
3,1.469099478
2,1.469099477
4,1.469099476
4,1.469099475
7,1.469099474
8,1.469099473
8,1.469099472
8,1.469099471
6,1.46909947
3,1.469099468
4,1.469099467
3,1.469099466
2,1.469099465
1,1.469099464
4,1.469099463
2,1.469099462
4,1.469099461
5,1.46909946
8,1.469099459
9,1.469099457
4,1.469099456
4,1.469099455
7,1.469099454
10,1.469099453
6,1.469099452
4,1.469099451
9,1.46909945
5,1.469099449
7,1.469099448
4,1.469099446
0,1.469099445
5,1.469099444
4,1.469099443
6,1.469099442
6,1.469099441
3,1.46909944
8,1.469099439
5,1.469099438
6,1.469099437
0,1.469099435
1,1.469099434
0,1.469099433
6,1.469099432
5,1.469099431
8,1.46909943
10,1.469099429
2,1.469099428
4,1.469099427
5,1.469099426
3,1.469099424
2,1.469099423
0,1.469099422
0,1.469099421
2,1.46909942
-2,1.469099419
5,1.469099418
10,1.469099417
8,1.469099416
9,1.469099415
11,1.469099413
9,1.469099412
6,1.469099411
6,1.46909941
7,1.469099409
5,1.469099408
6,1.469099407
6,1.469099406
5,1.469099405
9,1.469099404
7,1.469099402
3,1.469099401
4,1.4690994
3,1.469099399
3,1.469099398
6,1.469099397
3,1.469099396
9,1.469099395
9,1.469099394
8,1.469099393
4,1.469099391
0,1.46909939
1,1.469099389
2,1.469099388
5,1.469099387
5,1.469099386
3,1.469099385
4,1.469099384
3,1.469099383
8,1.469099382
7,1.46909938
3,1.469099379
5,1.469099378
8,1.469099377
5,1.469099376
1,1.469099375
6,1.469099374
3,1.469099373
6,1.469099372
4,1.469099371
6,1.469099369
1,1.469099368
6,1.469099367
2,1.469099366
-2,1.469099365
4,1.469099364
9,1.469099363
10,1.469099362
6,1.469099361
6,1.46909936
2,1.469099358
1,1.469099357
9,1.469099356
4,1.469099355
2,1.469099354
3,1.469099353
3,1.469099352
1,1.469099351
4,1.46909935
6,1.469099349
7,1.469099347
3,1.469099346
4,1.469099345
13,1.469099344
6,1.469099343
7,1.469099342
5,1.469099341
3,1.46909934
7,1.469099339
7,1.469099338
8,1.469099336
2,1.469099335
5,1.469099334
5,1.469099333
6,1.469099332
3,1.469099331
7,1.46909933
7,1.469099329
8,1.469099328
6,1.469099327
5,1.469099325
13,1.469099324
7,1.469099323
6,1.469099322
6,1.469099321
0,1.46909932
8,1.469099319
6,1.469099318
4,1.469099317
6,1.469099316
5,1.469099314
5,1.469099313
6,1.469099312
4,1.469099311
8,1.46909931
4,1.469099309
2,1.469099308
6,1.469099307
4,1.469099306
4,1.469099305
5,1.469099303
5,1.469099302
8,1.469099301
5,1.4690993
1,1.469099299
2,1.469099298
3,1.469099297
9,1.469099296
5,1.469099295
9,1.469099294
7,1.469099292
7,1.469099291
7,1.46909929
7,1.469099289
-1,1.469099288
6,1.469099287
6,1.469099286
2,1.469099285
2,1.469099284
5,1.469099283
-3,1.469099281
-1,1.46909928
6,1.469099279
6,1.469099278
12,1.469099277
9,1.469099276
4,1.469099275
6,1.469099274
8,1.469099273
8,1.469099272
6,1.46909927
7,1.469099269
9,1.469099268
6,1.469099267
8,1.469099266
4,1.469099265
7,1.469099264
3,1.469099263
4,1.469099262
6,1.469099261
10,1.469099259
13,1.469099258
6,1.469099257
7,1.469099256
5,1.469099255
5,1.469099254
-2,1.469099253
-4,1.469099252
-2,1.469099251
3,1.46909925
3,1.469099248
2,1.469099247
5,1.469099246
4,1.469099245
7,1.469099244
9,1.469099243
5,1.469099242
2,1.469099241
3,1.46909924
10,1.469099239
7,1.469099237
6,1.469099236
6,1.469099235
3,1.469099234
6,1.469099233
3,1.469099232
-2,1.469099231
-1,1.46909923
4,1.469099229
2,1.469099228
4,1.469099226
8,1.469099225
5,1.469099224
9,1.469099223
5,1.469099222
7,1.469099221
4,1.46909922
1,1.469099219
5,1.469099218
6,1.469099217
3,1.469099215
4,1.469099214
4,1.469099213
7,1.469099212
7,1.469099211
2,1.46909921
4,1.469099209
3,1.469099208
4,1.469099207
6,1.469099206
8,1.469099204
9,1.469099203
4,1.469099202
2,1.469099201
3,1.4690992
4,1.469099199
7,1.469099198
6,1.469099197
5,1.469099196
6,1.469099195
9,1.469099193
10,1.469099192
9,1.469099191
6,1.46909919
3,1.469099189
4,1.469099188
4,1.469099187
4,1.469099186
4,1.469099185
7,1.469099184
6,1.469099182
3,1.469099181
4,1.46909918
7,1.469099179
4,1.469099178
6,1.469099177
6,1.469099176
9,1.469099175
10,1.469099174
9,1.469099173
5,1.469099171
2,1.46909917
3,1.469099169
-2,1.469099168
-4,1.469099167
-2,1.469099166
2,1.469099165
2,1.469099164
7,1.469099163
1,1.469099162
5,1.46909916
10,1.469099159
10,1.469099158
10,1.469099157
10,1.469099156
10,1.469099155
5,1.469099154
4,1.469099153
4,1.469099152
0,1.469099151
2,1.469099149
5,1.469099148
8,1.469099147
7,1.469099146
5,1.469099145
4,1.469099144
1,1.469099143
6,1.469099142
4,1.469099141
5,1.46909914
8,1.469099138
6,1.469099137
3,1.469099136
2,1.469099135
3,1.469099134
0,1.469099133
0,1.469099132
2,1.469099131
1,1.46909913
2,1.469099129
5,1.469099127
7,1.469099126
8,1.469099125
8,1.469099124
8,1.469099123
5,1.469099122
13,1.469099121
7,1.46909912
5,1.469099119
10,1.469099118
3,1.469099116
7,1.469099115
10,1.469099114
9,1.469099113
7,1.469099112
6,1.469099111
4,1.46909911
2,1.469099109
2,1.469099108
5,1.469099107
5,1.469099105
7,1.469099104
11,1.469099103
11,1.469099102
8,1.469099101
7,1.4690991
5,1.469099099
7,1.469099098
7,1.469099097
5,1.469099096
7,1.469099094
7,1.469099093
7,1.469099092
6,1.469099091
3,1.46909909
4,1.469099089
2,1.469099088
1,1.469099087
5,1.469099086
6,1.469099085
9,1.469099083
6,1.469099082
4,1.469099081
5,1.46909908
5,1.469099079
3,1.469099078
5,1.469099077
1,1.469099076
3,1.469099075
4,1.469099074
7,1.469099072
5,1.469099071
6,1.46909907
3,1.469099069
10,1.469099068
9,1.469099067
8,1.469099066
9,1.469099065
8,1.469099064
5,1.469099063
7,1.469099061
2,1.46909906
10,1.469099059
15,1.469099058
11,1.469099057
4,1.469099056
3,1.469099055
0,1.469099054
3,1.469099053
2,1.469099052
3,1.46909905
4,1.469099049
1,1.469099048
3,1.469099047
1,1.469099046
4,1.469099045
7,1.469099044
7,1.469099043
7,1.469099042
10,1.469099041
6,1.469099039
7,1.469099038
6,1.469099037
7,1.469099036
9,1.469099035
6,1.469099034
0,1.469099033
0,1.469099032
0,1.469099031
2,1.46909903
4,1.469099028
3,1.469099027
3,1.469099026
4,1.469099025
10,1.469099024
10,1.469099023
7,1.469099022
12,1.469099021
9,1.46909902
3,1.469099019
5,1.469099017
6,1.469099016
2,1.469099015
3,1.469099014
9,1.469099013
5,1.469099012
2,1.469099011
4,1.46909901
4,1.469099009
3,1.469099008
-4,1.469099006
2,1.469099005
3,1.469099004
5,1.469099003
3,1.469099002
3,1.469099001
4,1.469099
6,1.469098999
9,1.469098998
8,1.469098997
11,1.469098995
15,1.469098994
11,1.469098993
12,1.469098992
7,1.469098991
8,1.46909899
7,1.469098989
0,1.469098988
0,1.469098987
-2,1.469098986
-6,1.469098984
-7,1.469098983
-7,1.469098982
-4,1.469098981
-2,1.46909898
5,1.469098979
9,1.469098978
19,1.469098977
24,1.469098976
27,1.469098975
27,1.469098973
21,1.469098972
19,1.469098971
14,1.46909897
3,1.469098969
-7,1.469098968
-8,1.469098967
-11,1.469098966
-12,1.469098965
-11,1.469098964
-7,1.469098962
0,1.469098961
12,1.46909896
12,1.469098959
18,1.469098958
25,1.469098957
26,1.469098956
21,1.469098955
13,1.469098954
6,1.469098953
-2,1.469098951
-14,1.46909895
-22,1.469098949
-26,1.469098948
-24,1.469098947
-20,1.469098946
-15,1.469098945
-1,1.469098944
8,1.469098943
12,1.469098942
23,1.46909894
28,1.469098939
31,1.469098938
26,1.469098937
19,1.469098936
11,1.469098935
8,1.469098934
5,1.469098933
2,1.469098932
-7,1.469098931
-9,1.469098929
-1,1.469098928
-2,1.469098927
6,1.469098926
6,1.469098925
6,1.469098924
11,1.469098923
13,1.469098922
16,1.469098921
14,1.46909892
12,1.469098918
11,1.469098917
9,1.469098916
4,1.469098915
7,1.469098914
8,1.469098913
3,1.469098912
2,1.469098911
3,1.46909891
3,1.469098909
4,1.469098907
2,1.469098906
3,1.469098905
-4,1.469098904
1,1.469098903
-2,1.469098902
-1,1.469098901
3,1.4690989
5,1.469098899
6,1.469098898
5,1.469098896
6,1.469098895
3,1.469098894
5,1.469098893
6,1.469098892
6,1.469098891
7,1.46909889
8,1.469098889
9,1.469098888
7,1.469098887
8,1.469098885
5,1.469098884
6,1.469098883
13,1.469098882
12,1.469098881
9,1.46909888
10,1.469098879
8,1.469098878
8,1.469098877
8,1.469098876
4,1.469098874
1,1.469098873
4,1.469098872
5,1.469098871
9,1.46909887
11,1.469098869
5,1.469098868
3,1.469098867
7,1.469098866
8,1.469098865
7,1.469098863
7,1.469098862
5,1.469098861
6,1.46909886
1,1.469098859
3,1.469098858
8,1.469098857
6,1.469098856
0,1.469098855
0,1.469098854
-3,1.469098852
1,1.469098851
3,1.46909885
0,1.469098849
3,1.469098848
2,1.469098847
7,1.469098846
7,1.469098845
7,1.469098844
9,1.469098843
6,1.469098841
11,1.46909884
8,1.469098839
13,1.469098838
9,1.469098837
8,1.469098836
2,1.469098835
1,1.469098834
1,1.469098833
-4,1.469098832
-1,1.46909883
4,1.469098829
6,1.469098828
10,1.469098827
13,1.469098826
11,1.469098825
12,1.469098824
7,1.469098823
3,1.469098822
-1,1.469098821
-4,1.469098819
-5,1.469098818
-4,1.469098817
3,1.469098816
6,1.469098815
7,1.469098814
5,1.469098813
15,1.469098812
17,1.469098811
14,1.46909881
10,1.469098808
12,1.469098807
10,1.469098806
7,1.469098805
5,1.469098804
-1,1.469098803
-5,1.469098802
-3,1.469098801
-1,1.4690988
4,1.469098799
7,1.469098797
11,1.469098796
6,1.469098795
7,1.469098794
7,1.469098793
7,1.469098792
10,1.469098791
2,1.46909879
-2,1.469098789
1,1.469098788
-1,1.469098786
-1,1.469098785
1,1.469098784
1,1.469098783
3,1.469098782
0,1.469098781
7,1.46909878
15,1.469098779
14,1.469098778
14,1.469098777
20,1.469098775
17,1.469098774
12,1.469098773
10,1.469098772
4,1.469098771
-3,1.46909877
-1,1.469098769
-3,1.469098768
-3,1.469098767
-3,1.469098766
-6,1.469098764
-5,1.469098763
3,1.469098762
4,1.469098761
8,1.46909876
9,1.469098759
11,1.469098758
10,1.469098757
5,1.469098756
7,1.469098755
9,1.469098753
6,1.469098752
11,1.469098751
10,1.46909875
6,1.469098749
9,1.469098748
8,1.469098747
4,1.469098746
7,1.469098745
4,1.469098744
5,1.469098742
2,1.469098741
-1,1.46909874
-3,1.469098739
4,1.469098738
5,1.469098737
-1,1.469098736
1,1.469098735
4,1.469098734
4,1.469098733
8,1.469098731
13,1.46909873
16,1.469098729
8,1.469098728
7,1.469098727
9,1.469098726
6,1.469098725
4,1.469098724
2,1.469098723
0,1.469098722
-5,1.46909872
0,1.469098719
1,1.469098718
1,1.469098717
-2,1.469098716
0,1.469098715
1,1.469098714
1,1.469098713
1,1.469098712
8,1.469098711
13,1.469098709
11,1.469098708
12,1.469098707
13,1.469098706
9,1.469098705
7,1.469098704
7,1.469098703
11,1.469098702
6,1.469098701
7,1.4690987
4,1.469098698
9,1.469098697
12,1.469098696
13,1.469098695
7,1.469098694
9,1.469098693
6,1.469098692
6,1.469098691
6,1.46909869
1,1.469098689
-3,1.469098687
-6,1.469098686
-5,1.469098685
-9,1.469098684
-7,1.469098683
-2,1.469098682
4,1.469098681
10,1.46909868
12,1.469098679
18,1.469098678
20,1.469098676
18,1.469098675
17,1.469098674
14,1.469098673
13,1.469098672
7,1.469098671
7,1.46909867
3,1.469098669
3,1.469098668
8,1.469098667
4,1.469098665
2,1.469098664
9,1.469098663
12,1.469098662
7,1.469098661
4,1.46909866
5,1.469098659
6,1.469098658
1,1.469098657
-1,1.469098656
-5,1.469098654
-6,1.469098653
-1,1.469098652
3,1.469098651
7,1.46909865
8,1.469098649
5,1.469098648
4,1.469098647
11,1.469098646
13,1.469098645
11,1.469098643
8,1.469098642
6,1.469098641
9,1.46909864
6,1.469098639
0,1.469098638
0,1.469098637
-1,1.469098636
0,1.469098635
1,1.469098634
6,1.469098632
-1,1.469098631
-3,1.46909863
1,1.469098629
8,1.469098628
12,1.469098627
10,1.469098626
10,1.469098625
11,1.469098624
10,1.469098623
6,1.469098621
6,1.46909862
12,1.469098619
-1,1.469098618
-4,1.469098617
-3,1.469098616
2,1.469098615
2,1.469098614
-5,1.469098613
-8,1.469098612
-1,1.46909861
2,1.469098609
7,1.469098608
1,1.469098607
0,1.469098606
2,1.469098605
4,1.469098604
0,1.469098603
1,1.469098602
5,1.469098601
4,1.469098599
8,1.469098598
3,1.469098597
7,1.469098596
12,1.469098595
12,1.469098594
5,1.469098593
6,1.469098592
7,1.469098591
9,1.46909859
11,1.469098588
7,1.469098587
13,1.469098586
24,1.469098585
23,1.469098584
27,1.469098583
31,1.469098582
25,1.469098581
23,1.46909858
25,1.469098579
21,1.469098577
12,1.469098576
9,1.469098575
4,1.469098574
-7,1.469098573
-11,1.469098572
-10,1.469098571
-6,1.46909857
-4,1.469098569
-2,1.469098568
3,1.469098566
6,1.469098565
6,1.469098564
9,1.469098563
11,1.469098562
10,1.469098561
7,1.46909856
6,1.469098559
6,1.469098558
1,1.469098557
6,1.469098555
7,1.469098554
3,1.469098553
5,1.469098552
5,1.469098551
4,1.46909855
4,1.469098549
2,1.469098548
-3,1.469098547
-1,1.469098546
-11,1.469098544
-12,1.469098543
-12,1.469098542
-17,1.469098541
-12,1.46909854
-5,1.469098539
-5,1.469098538
6,1.469098537
15,1.469098536
15,1.469098535
19,1.469098533
17,1.469098532
14,1.469098531
10,1.46909853
20,1.469098529
16,1.469098528
13,1.469098527
14,1.469098526
7,1.469098525
3,1.469098524
-3,1.469098522
-2,1.469098521
3,1.46909852
-1,1.469098519
-1,1.469098518
4,1.469098517
5,1.469098516
5,1.469098515
4,1.469098514
4,1.469098513
3,1.469098511
-4,1.46909851
-2,1.469098509
5,1.469098508
4,1.469098507
8,1.469098506
6,1.469098505
3,1.469098504
12,1.469098503
15,1.469098502
18,1.4690985
15,1.469098499
12,1.469098498
10,1.469098497
11,1.469098496
3,1.469098495
6,1.469098494
10,1.469098493
16,1.469098492
11,1.469098491
12,1.469098489
17,1.469098488
11,1.469098487
13,1.469098486
14,1.469098485
10,1.469098484
8,1.469098483
2,1.469098482
9,1.469098481
6,1.46909848
1,1.469098478
6,1.469098477
6,1.469098476
10,1.469098475
7,1.469098474
2,1.469098473
2,1.469098472
4,1.469098471
0,1.46909847
3,1.469098469
6,1.469098467
0,1.469098466
1,1.469098465
4,1.469098464
1,1.469098463
0,1.469098462
-4,1.469098461
-2,1.46909846
2,1.469098459
-1,1.469098458
-5,1.469098456
-5,1.469098455
-1,1.469098454
-1,1.469098453
-5,1.469098452
-5,1.469098451
-2,1.46909845
-4,1.469098449
0,1.469098448
-1,1.469098447
-2,1.469098445
-3,1.469098444
-3,1.469098443
2,1.469098442
5,1.469098441
2,1.46909844
18,1.469098439
20,1.469098438
23,1.469098437
24,1.469098436
20,1.469098434
18,1.469098433
18,1.469098432
16,1.469098431
13,1.46909843
12,1.469098429
10,1.469098428
7,1.469098427
8,1.469098426
8,1.469098425
6,1.469098423
6,1.469098422
8,1.469098421
12,1.46909842
10,1.469098419
13,1.469098418
14,1.469098417
13,1.469098416
11,1.469098415
9,1.469098414
9,1.469098412
6,1.469098411
6,1.46909841
1,1.469098409
-3,1.469098408
-4,1.469098407
-10,1.469098406
-11,1.469098405
-9,1.469098404
-5,1.469098403
-4,1.469098401
-4,1.4690984
-4,1.469098399
3,1.469098398
4,1.469098397
2,1.469098396
7,1.469098395
6,1.469098394
11,1.469098393
10,1.469098392
4,1.46909839
3,1.469098389
10,1.469098388
8,1.469098387
8,1.469098386
6,1.469098385
9,1.469098384
12,1.469098383
12,1.469098382
5,1.469098381
1,1.469098379
-3,1.469098378
-2,1.469098377
-2,1.469098376
0,1.469098375
2,1.469098374
4,1.469098373
1,1.469098372
1,1.469098371
5,1.46909837
12,1.469098368
14,1.469098367
11,1.469098366
9,1.469098365
9,1.469098364
7,1.469098363
6,1.469098362
-2,1.469098361
-2,1.46909836
0,1.469098359
0,1.469098357
-4,1.469098356
-4,1.469098355
-1,1.469098354
5,1.469098353
9,1.469098352
15,1.469098351
14,1.46909835
15,1.469098349
18,1.469098348
18,1.469098346
17,1.469098345
15,1.469098344
7,1.469098343
-2,1.469098342
0,1.469098341
4,1.46909834
3,1.469098339
-2,1.469098338
1,1.469098337
4,1.469098335
0,1.469098334
5,1.469098333
8,1.469098332
8,1.469098331
14,1.46909833
13,1.469098329
9,1.469098328
9,1.469098327
12,1.469098326
10,1.469098324
8,1.469098323
10,1.469098322
11,1.469098321
8,1.46909832
4,1.469098319
4,1.469098318
4,1.469098317
5,1.469098316
4,1.469098315
7,1.469098313
5,1.469098312
5,1.469098311
4,1.46909831
7,1.469098309
7,1.469098308
0,1.469098307
-1,1.469098306
-1,1.469098305
-4,1.469098304
-5,1.469098302
-2,1.469098301
-1,1.4690983
2,1.469098299
-1,1.469098298
1,1.469098297
1,1.469098296
1,1.469098295
0,1.469098294
-2,1.469098293
3,1.469098291
0,1.46909829
9,1.469098289
12,1.469098288
3,1.469098287
3,1.469098286
4,1.469098285
0,1.469098284
3,1.469098283
3,1.469098282
9,1.46909828
9,1.469098279
16,1.469098278
11,1.469098277
12,1.469098276
20,1.469098275
15,1.469098274
11,1.469098273
7,1.469098272
8,1.469098271
5,1.469098269
4,1.469098268
2,1.469098267
-1,1.469098266
-6,1.469098265
-3,1.469098264
-6,1.469098263
-4,1.469098262
-3,1.469098261
-5,1.46909826
1,1.469098258
10,1.469098257
14,1.469098256
16,1.469098255
16,1.469098254
16,1.469098253
15,1.469098252
17,1.469098251
14,1.46909825
17,1.469098249
10,1.469098247
4,1.469098246
4,1.469098245
1,1.469098244
4,1.469098243
-1,1.469098242
0,1.469098241
-1,1.46909824
1,1.469098239
5,1.469098238
0,1.469098236
1,1.469098235
-1,1.469098234
2,1.469098233
1,1.469098232
0,1.469098231
6,1.46909823
9,1.469098229
8,1.469098228
11,1.469098227
12,1.469098225
12,1.469098224
11,1.469098223
16,1.469098222
12,1.469098221
14,1.46909822
11,1.469098219
9,1.469098218
9,1.469098217
8,1.469098216
4,1.469098214
0,1.469098213
4,1.469098212
3,1.469098211
2,1.46909821
1,1.469098209
5,1.469098208
-3,1.469098207
0,1.469098206
4,1.469098205
2,1.469098203
2,1.469098202
-3,1.469098201
-5,1.4690982
-6,1.469098199
-7,1.469098198
-4,1.469098197
-5,1.469098196
-1,1.469098195
4,1.469098194
8,1.469098192
7,1.469098191
12,1.46909819
9,1.469098189
7,1.469098188
12,1.469098187
10,1.469098186
12,1.469098185
15,1.469098184
9,1.469098183
11,1.469098181
13,1.46909818
9,1.469098179
14,1.469098178
13,1.469098177
10,1.469098176
12,1.469098175
7,1.469098174
7,1.469098173
4,1.469098172
4,1.46909817
6,1.469098169
4,1.469098168
3,1.469098167
-1,1.469098166
1,1.469098165
-4,1.469098164
1,1.469098163
-1,1.469098162
0,1.469098161
4,1.469098159
6,1.469098158
10,1.469098157
9,1.469098156
12,1.469098155
14,1.469098154
14,1.469098153
5,1.469098152
4,1.469098151
10,1.46909815
6,1.469098148
4,1.469098147
11,1.469098146
4,1.469098145
-1,1.469098144
-3,1.469098143
2,1.469098142
2,1.469098141
3,1.46909814
2,1.469098139
5,1.469098137
5,1.469098136
9,1.469098135
9,1.469098134
9,1.469098133
12,1.469098132
7,1.469098131
7,1.46909813
5,1.469098129
1,1.469098128
3,1.469098126
3,1.469098125
5,1.469098124
1,1.469098123
-2,1.469098122
2,1.469098121
6,1.46909812
5,1.469098119
6,1.469098118
8,1.469098117
7,1.469098115
7,1.469098114
12,1.469098113
5,1.469098112
1,1.469098111
1,1.46909811
-1,1.469098109
-5,1.469098108
-3,1.469098107
-3,1.469098106
1,1.469098104
1,1.469098103
3,1.469098102
6,1.469098101
6,1.4690981
5,1.469098099
5,1.469098098
2,1.469098097
-1,1.469098096
1,1.469098095
6,1.469098093
1,1.469098092
1,1.469098091
